pH,Humidity,Air Temp
6.5,45.3,3
8,39.4,7
7.5,76,4
7,66.7,9
7,78.4,11
7,71,5
7,46.8,12.5
7.5,42.5,12
7,78,11
7,79,16
7,54,9
7,46,11
7,45,5
7,77,10
7,69,10
7,39,16
7,43,15
7.1,40,9
6.6,35,11
5,38,12
6,72,12
5.5,63,14
7.5,79,18
6.5,75,17
6.5,57,18
7.5,49,19
6.5,70,21
7,52,14
6.5,48,7
6.5,51,13
6,48,11
6.3,53,22
6.7,62,19
6.3,35,14
6,36,19
6.2,32,18
7.3,59,24
7.7,79,19
8.3,31,3
7.3,34,5
6,37,3
6.3,72,4
7.7,49,0
6,65,-2
6.3,92,4
7,92,-3
7.7,69,3
7,51,1
5.5,67,0
8.9,54,3
8.7,36,4
6,41,3
4.5,52,3
5,33,1
5.1,66,-1
5,53,1
7.1,50,0
6,44,5
6,29,6
6.7,86,8
6.9,80,6
7.2,95,9
7.2,75,9
7.1,90,11
7.1,58,6
7.8,50,10
8,62,5
7,38,6
7.3,41,9
7.9,28,8
7.7,37,9
7.8,44,5
6.8,44,5
7.4,36,9
9.3,45,10
6.5,33,5
7.5,55,8
7.5,65,10
8,56,9
6,46,13
6,45,14
7,45,11
7.5,70,12
7,95,11
7,95,9
7.5,63,12
6.5,48,11
7.7,47,13
7.9,50,13
8.5,50,15
8.6,44,11
3.5,95,11
6.5,95,12
5.5,95,10
8.7,95,12
4,77,9
9.8,55,15
7.9,45,16
7.4,48,13
7.9,50,13
8.5,95,12
6.4,61,14
9.2,95,12
8,88,12
7,95,11
8,95,14
7,95,13
8,78,12
8.6,81,13
7,95,13
6.7,95,18
4.7,95,11
4.7,84,22
4.9,64,20
8.7,64,10
8.8,52,3
8.9,58,3
8.3,94,4
7.6,59,0.2
7.7,62,-2.4
7.8,62,-1.7
8.2,51,-1
8.3,47,25.2
6.9,40,20.1
6.9,47,20.6
7.1,50,23.7
7.1,52,27.5
6.9,50,30.9
6.9,43,30.9
8,52,19.3
5.7,60,14
5.5,55,19
7.6,72,17.9
5.5,82,18.1
6.5,64,18.6
5.5,94,18.8
6.5,59,15.8
7,75,15.9
6.5,54,15.5
7,59,16.9
7,59,14.5
7,60,9.1
7,55,14.7
7.7,56,14.8
7.8,95,15.7
7.2,47,14.3
8.1,47,13.1
8.1,67,13.7
7.7,52,8.9
5.5,52,10.1
7.7,50,9
7.9,50,12.9
8.3,54,10.4
8,54,8.4
8,48,11.8
8.4,47,9.9
7,95,9.8
7.7,96,9.2
8,58,5.1
6.6,95,6.1
7.2,95,7.8
6.1,95,14.8
6.2,95,13.9
6,56,9.6
7,56,9.9
8.3,49,9.4
7.6,88,6.1
6.9,68,6.2
6.3,66,6.6
7,63,11.8
7.5,66,8.8
7.5,63,3.4
7.7,69,6.8
7,72,7.1
6.7,71,10.2
6.3,72,9.1
7.7,58,9.4
4.7,56,9.8
10.1,58,9.7
11.1,58,9.4
12,95,13.2
6.3,95,10.1
4.9,54,6.9
6.3,56,6.3
6.6,95,9.1
6.1,77,8.3
4,95,8.3
6,95,7.9
6.6,88,12.3
7.3,76,12
7.9,50,4
7.6,50,8
7.6,75,15
8.3,38,14
5,70,12
5.3,68,8
8.4,64,12
8.5,72,4
6.9,70,4
6.9,68,12
7.1,92,14
6,62,3
8.4,95,4
8.3,58,8
8.8,60,15
8.7,55,14
7,47,12
6,51,8
4,51,10
6,50,12
7,54,13
6.5,54,14
7.2,54,4
8,53,14
8,64,-4
8,55,1
8,55,2
6.6,95,4
5.9,64,12
7.5,89,3
8.2,92,4
6.5,54,8
7,95,15
7.4,80,14
8.3,58,12
8,59,8
8,56,12
6.9,84,4
7.5,86,-4
6.8,95,1
7.7,93,4
7.8,57,20
8,62,25
8,56,26.3
6,55,24.9
7,63,32
7,95,29
7,95,31.5
6.5,95,26.5
6.5,95,27.8
6,50,25.2
6.5,54,28.3
6.7,55,22.9
6.9,40,26.9
5,95,23.4
7.5,95,25.4
7,61,24.7
7.4,61,21.4
6.9,61,26
7.2,61,21.8
6.7,95,26.5
6.7,61,23
6.7,95,21
5.9,95,22
6.2,56,30
6.2,56,42.9
6.3,95,34
6.6,63,14
5.9,60,11
6.3,60,13
6.3,62,14
6.7,63,15
6.5,63,12.3
6.6,61,12
7,63,15.5
6.4,63,22
6.3,62,12
5.4,63,10
5.8,63,15
5.9,95,19
5.8,70,30
6.1,48,26.5
7.1,37,27
7.5,37,27
6.7,43,26
6.7,59,26
6.5,59,25
6.6,95,26.5
6.5,95,29.5
6.6,95,33
7.8,95,31
7.7,95,26
7.5,95,24
6,94,13
6,95,16
6,95,23
7.3,95,22
7.8,95,7
7.9,95,16
7.3,94,22
7.5,53,19
6,59,14
6,69,10
7.3,57,20
7.5,64,20
7.2,64,22
7.3,56,11
7.4,64,12
7.2,84,14
6.3,59,22
6.5,64,12
7.5,54,11
6.5,95,15
6,60,18
6,59,15
6,70,30
6,95,33
6,52,24
6,70,26
7,95,29
7,50,26
6,95,26
6,67,24
8,75,24
8,95,25
7,64,21
6,59,24
7,95,25
7,44,22
8,30,27
7,54,29
7,51,24
6,43,25
6,31,27
6,43,26
7,53,21
6,33,15
6,53,17
6,95,19
6,95,17
7,95,10
6,95,13
6,95,16
7,61,11
6,92,14
6,69,15
6,95,16
4.8,94,14
6.1,95,24
6.3,95,16
4.8,95,20
6.1,95,30
6.3,53,29
5.8,56,27.5
6.5,58,31
7,44,19
4.9,37,17
7,35,20
7.4,66,20
7.3,94,19
6,54,13.5
6.5,51,25.1
6.1,50,24.5
6.6,71,23.5
5.6,95,24.6
5.8,95,24.6
7.7,95,14
7.9,95,10
7,95,13
8.2,95,27
7.8,95,28
8.2,95,33
6.6,95,27
7.1,95,32
6.5,95,28.3
6.9,95,27.1
7.6,60,27
7.4,70,27.4
6.8,50,29.2
6.9,50,33.2
7.5,63,23.2
5.2,37,22.9
5.4,95,20.2
5.5,62,19.8
5.4,54,19.9
5.5,56,17.7
5.5,56,19.5
4.7,54,19.5
6,51,17.1
7.7,58,19.5
7.3,53,17.5
6.6,95,13.5
6.7,95,17.1
6.1,95,13.8
6,32,15.5
5.3,38,12.4
5.3,38,12.9
6,48,14.8
5.3,48,14.5
7,49,18.1
6,42,20.4
7.7,56,12.2
4.9,52,14
7.5,40,13.6
5.3,95,15.5
7,95,14.5
8.5,95,17.1
6.4,48,20.1
6.4,41,24.7
6.4,38,11.9
6.4,38,18.2
6.4,40,15.9
4,33,11.3
5,65,24.8
5,24,19.8
5,22,13.9
5,95,28.5
4,95,25.7
4,67,33
4,31,32.9
6,53,31.6
6,95,29
6,46,35
6.4,54,33
6.4,31,30
6.4,57,30
6.4,39,31.8
6.4,95,32.4
6.4,100,33
6.4,100,30
5.5,73,30
5,95,32.4
8,68,30
8,100,30
8,38,33
7,40,32
7.6,62,30
7.4,95,30
7.9,74,30
6.7,95,33.5
6.2,95,34.1
6.1,75,40.5
6.6,23,34.1
6.4,32,31.4
8,30,30
7,100,30
6.7,100,26.1
9.2,100,38.5
8.4,86,31.8
9.2,55,8
9.5,54,11.5
8.8,95,20.3
6.9,66,12.1
7.3,46,11.8
2,95,12.5
7.3,95,9.6
7.8,76,17.7
7,43,15.9
5.7,57,16.9
6.7,47,15.1
7.1,77,25.9
7,32,28.8
5.7,47,20.7
6.7,12.8,19
5.3,28,18.7
5.7,31,13.5
5,37,11
5.7,39,12
7,77,11
6,85,12
5.5,65,5
7,55,10.5
5,95,11.5
6,64,10
7,52,10.5
9,68,11
8.7,95,8
8.2,51,10
7.5,85,9.5
8.6,34,5
9.3,93,1
9.2,89,1
8.7,27,1.5
8.6,37,7
9.2,66.2,2
8.6,75.1,13.5
8.9,68,12
9.1,57,14
8.4,30,1
9.2,48,4
8.9,43.8,4
9.2,95,1
8.7,75.1,0
9.3,47.3,0
8.7,45.4,0
9.4,85,5
8.9,73,0
9.2,38.2,3
9.2,38.9,9.5
8.5,50.5,7
8.9,55.3,6
7.8,48,6
8.7,54,7
8.6,54.9,8.5
8.6,51,9
8.5,63.6,9.5
9.2,83,11
8.5,43.5,12
8.6,43.6,8.5
8.6,57.6,14
8.5,57.8,8
9.2,76.1,9
8.9,71,7
9.2,59,8
9.1,63,9.5
9.4,56,11
8.5,43,14
8.9,78,15
8.6,43,20
8.9,50,8.5
8.6,30,32.4
9.2,48,37
8.6,43,33
8.6,37,33
8.6,82,33
8.9,48,31
9.2,86,32
8.8,78,32
8.9,80,28
8.8,57,29
8.6,65,31
9.3,65,31
8.7,51,32
9.4,33,32
8.9,28,32
9.3,21,31
8.6,35,31
8.9,47,31
9.1,37,31
8.6,69,30
9.2,45,28
7.3,32,29
6,37,28
5.4,52,31
4.7,54,31
4.6,46,31
4.9,55,31
9.1,38,31
8.2,49,31
4.7,41,29
6.5,100,31
6,43,31
5,55,31
9,63,31
5.2,50,31
9.2,47,31
7,45,32
6.6,45,32
4.7,39,30
4.1,34,28
9.2,72,29
9,66,31
8,45,32
8,22,32
8,50,31
8,41,31
7.4,54,33
8.9,40,33
8.9,48,32
9.1,45,32
9.3,71,32
7,46,32
6,51,32
6,80,32
9.4,73,32
6.5,49,32
9,36,35
7.4,50,33
6.5,49,33
8.3,48,32
7.8,43,32
8.7,44,33
9.6,57,35
9.7,40,35
10.6,56,35
9.1,64,33
9.5,49,35
9,55,35
9,41,35
9.5,43,35
8.7,86,34
9.3,51,34
9,47,35
8.5,49,33
8.2,46,33
8.8,33,10.3
10.1,42,16
8.7,24,12
8.8,36,16
8.7,38,15
8.8,25,16
9.2,23,18
8.8,50,22
8.9,50,9
9.4,34,7
8.2,27,3
8.2,51,0
9.8,47,4
9.2,36,2
9.4,23,7
8.9,37,31
8.6,42,31
8.8,41,2
9.1,58,5
8.4,69,-5
8.9,48,0
8.9,72,-4
7.8,75,-12
9.7,74,22.1
9.1,77,22.8
8.2,81,24.6
8.2,81,20.1
8.8,69,19.5
9.6,59,11.8
8.9,50,17.1
8.9,52,18.4
8.2,51,17.9
9.2,53,19.6
8.3,51,18.7
9.1,60,18.1
8.5,58.5,24.2
9.3,53,20.8
9.1,49,26.7
8.1,63,32.2
8.9,48,22
8.8,48,24.9
9.8,52,29.9
9.3,68,17.6
8.6,59,25.3
9.3,68,18.1
9.1,45,18.6
8.2,54,24.3
8.6,41,27.1
8.7,46,29.2
8.5,26,23.8
9,28,16.4
7.9,23,12.4
9.5,42,26.4
9.5,42,26.9
9.7,41,11.1
9,49,15.5
9.3,52.5,15.3
8.7,91,18.7
8.6,57,22.1
9.9,49,18.3
9.5,47,14.6
8.7,23,15.2
9.5,22,19.6
8.4,58,25.2
8.7,26,18
9.1,19,19.3
9,58,19.7
8.8,47,15.8
9.6,89,24.1
8.7,71,18.1
8.7,15,24.8
8.5,22,20.1
8.9,49,24.7
8.9,80,21.9
8.1,62,19.6
9.3,80,13.9
11.9,58,19.6
8.8,52,19.9
8.6,65,16.3
9,62,12.9
9.6,59,17.1
8.8,92,18.9
9.1,72,20.4
8.6,68,12.6
8.4,51,13.7
8.6,53,15.4
8.4,66,18.5
8.8,81,13.8
9.3,61,9.8
9.1,80,11.4
9.1,75,11.3
9.2,52,10.4
8.6,61,10.3
8.4,54,11
9.2,74,11
8.9,74,9.4
9.3,52,7.7
7.3,66,9.2
9.2,66,11.1
9,70,11.9
9,67,13.5
9.1,39,14.4
7,37,11.7
7.4,60,12.2
6.5,64,11.4
7.2,67,11.1
7.8,60,12.4
7.2,41,9.1
6,39,10.8
8.7,47,8.1
9,43,12.3
7.8,60,14.3
7.2,32,16.1
7.2,70,16.4
8.9,33,10.1
8.7,55,12.7
9.2,79,14.9
9,36,17.1
7.2,24,15.1
8.2,95,14.3
8.3,95,25.8
6.9,95,16.4
8.2,48,18.9
7.9,45,21.3
7.8,89,17.4
7.6,37,18.9
7.6,42,22.8
6.9,40,23.8
5,89,20.5
6.3,65.3,21.4
4.8,57,26.1
9.3,70,26.4
9.3,78,19.3
9.3,66.4,13.1
9.3,62.3,17.1
9.3,66.3,19.1
9.3,71,18.8
9.3,72.5,17.3
9.3,87,19.8
9.3,76,17.6
9.3,63,20.4
9.3,82,18.9
9.3,60.4,18.9
9.3,56.4,7.8
9.3,62,9
9.3,64.9,6.2
9.3,61.7,10.3
9.3,66.1,4.7
9.3,75.5,7.1
9.3,60,3.7
9.3,63,35
9.3,90,32.7
9.3,69,34
9.3,50,33
9.3,63,33
9.3,57,25
7.9,81,35
7.6,53,39
6.8,53,38
6,51,40
5.8,51,39
4,95,35
4.5,66,36
4.5,95,39.7
4.5,85,36.8
5.5,70,37.8
5.5,95,40.7
4,32,38.9
6,77,38.5
5,95,41.5
5,68,38.6
6,84,40.1
5.7,37,42.5
4.7,57,44.7
6.6,79,44.2
6.9,70.1,33.9
7.1,64,34
6.3,51,34.6
7.5,74,34.7
8.4,59,37.5
8,62,34.9
8.3,41,33.4
8.6,39,36.6
8.5,41,32.6
9.2,39,31.1
8.5,57,33.2
8.8,37,33.2
9.4,42,32.8
9,46,16
8.3,68,18
8,65,17
7.6,50,18
7.7,56,20
8.9,53,18
6.5,67,18
5.7,62,17
7.1,81,18
6.2,72,16
5.8,69,30
6,56,30.8
6.7,66,30.5
6.3,66,30.4
6.4,73,25.4
6.2,65,28.7
6.6,78,29.4
6.3,60,28.1
6.3,57,26.2
6.2,58,28.4
6.2,63,27.6
6.5,61,26.3
6.4,85,24.2
6.4,83,25.8
6.3,57,28.5
6.3,62,27.2
5.6,67,23.8
5.9,64,24.4
6.3,73,24.6
6.2,50,23.4
6.6,47,22.5
6,46,24.2
7.6,49,19.5
7.2,81,17.6
6.8,53,21.5
6.5,46,17.4
7.3,56,20.4
7.2,70,20.4
7.5,75,20.1
7.5,73,20.3
7.2,51,19.4
6.4,59,24.4
6,69,26.1
7.8,74,20.2
6.4,65,23.2
6,65,19.8
6.6,63,19.2
6.6,68,16.4
7.2,69,19.4
8.3,64,19.2
7.8,63,15.8
8.1,97,18.5
8.5,79,22.5
8.5,65,21.5
5.8,66,24.2
3,62,26.2
3.5,64,21.6
6.7,64,20.7
4.8,60,20.7
6.9,60,30.5
6.5,73,27.2
6.4,67,26.2
6.4,64,27.7
8.8,75,26.7
4,66,25.3
4,66,24.6
4,83,27
6.7,83,27.4
7,69,40.5
6.7,64,39
6.4,64,40
6.1,71,42
6.5,71,39.6
6.4,61,41
6,51,37.5
4.7,51,37
4.7,62,36
6.5,63,35
8.5,49,35
7.5,48,37
5.5,50,35
5.5,80,36
5.5,48,37
5.2,54,34
5.5,55,34
5.5,77,26
5.2,80,34
4.7,75,38
4.5,79,38
4.5,72,38
4.5,61,36
7,79,37
5,65,33.6
7.3,65,34.3
5.5,67,35.9
6,64,35
4,64,33
4.5,67,32
4.3,66,31.9
5.8,95,34.3
5.2,95,34.1
9.3,83,34.1
5.2,85,35.5
5.6,64,38
4.8,64,39
5.4,55,38
6.9,63,41
5.5,63,41.2
5.8,88,41.2
5.3,59,40.1
5,73,33
5,58,38.3
5.3,95,38.3
4,95,37
5.6,64,39.5
5,65,38.2
3.9,64,39.3
8.8,40,41
4.5,43,35
4.9,64,35
5,43,40
5,42,42
6,64,45.3
6.6,43,46.3
6.9,39,45
7,39,43
7.3,57,40
5,54,39
7,75,41.1
5,95,41.3
7,95,43.2
7,95,43.8
5.3,95,42
5,95,43
6.5,95,41.5
5.5,75,38.9
7.1,71,41.3
7.4,83,43.1
7.6,63,43.6
7.4,64,37
4.8,61,44
5.2,61,45.3
6,35,43.5
4.8,42,41
5,67,39.5
5.8,51,35
6.4,62,37
4.7,58,38
5,72,37
5.8,93,38.5
6.3,69,26.9
4.8,65,26.8
5,65,27.6
5.8,45,24.3
4.8,51,27.1
5,50,24.3
5.8,95,27.1
7.7,56,28.2
7.5,84,23.7
7.8,79,20.9
7.7,51,25.9
4,100,26.2
4.3,100,26.6
4.9,100,28.7
4.7,40,29.6
8.4,67,28.7
8,58,28.2
6.9,55,28.5
5.4,95,26.8
3.9,100,28.1
7,100,28.3
7,69,27.6
7.5,52,24.8
7.4,64,27.2
6.5,55,26.7
5.5,69,27.5
7.5,58,28.2
7.5,59,25.9
5.4,67,27.1
5.9,95,19.7
6.7,38,25.2
6.6,92,24.3
6,51,24.8
5.3,41,26.2
6.2,42,26.4
5.6,100,26.8
5.4,95,25.4
5.8,95,22.1
6.4,82,25.4
6.7,47,35
6.1,51,41.5
6.1,80,31.6
6.1,70,38.9
6.3,71,34.3
6.1,43,33.6
6.7,79,33.9
6.8,69,27.4
6.1,33,34.1
7.1,69,24.9
6.9,67,36.9
7.2,64,32.4
7,62,27.1
7,56,21.9
7,49,31
7,71,29.9
7,93,29.1
7,39,21.1
7,95,29.4
7,100,17.4
7,40,17.9
7,74.1,14.3
7,75.4,17.1
4.2,71,23.8
4.2,68.2,25.3
13,63,19.9
8,95,19.1
7.7,53,12.1
7.3,52.7,20.4
7.3,52.6,22.9
7.7,44.8,22.8
8,62,20.1
8.7,86,21.1
8.8,62.8,23.9
8.7,77,20.6
8.8,63,22.4
9.2,53,20
8.8,62.2,26.9
8.9,55.4,23.9
9.4,54.4,28.4
8.2,56.5,25.9
8.2,56.2,23.8
9.8,77,24.1
9.2,75,21.1
9.4,78,23.9
8.9,57,26.4
8.6,72,25
8.8,59,36.6
9.1,56,35.5
8.4,100,34
8.9,100,33.5
8.9,28,34.3
7.8,38,31
9.7,60,30.3
9.1,59,34
8.2,49,32.6
8.2,62,33.3
8.8,90,29.8
9.6,67,32.9
8.9,79,32.9
8.9,61,27.1
8.2,57,21.1
9.2,95,24.9
8.3,50,22.6
9.1,79,23.5
8.5,100,25.1
9.3,64,24.9
9.1,66,25.3
8.1,29,25.5
8.9,95,27.1
8.8,68.7,27.4
9.8,35.4,27.9
9.3,39.9,16.4
8.6,33.1,22.9
9.3,68,22.8
9.1,68,21
8.2,100,19.4
8.6,95,22.6
8.7,100,17.4
8.5,38,16.4
9,47.3,13.4
7.9,45.9,15.9
9.5,46.9,18.8
9.5,45.6,18.9
9.7,46.4,12.9
9,49.3,15.9
9.3,59.6,12.9
8.7,49.4,11.9
8.6,51.2,12
9.9,82,16
9.5,57,9.4
8.7,73.6,11.6
9.5,29,18.4
8.4,49,18.9
8.7,35,32.3
9.1,70,26.3
9,88,26.9
8.8,88,24.9
9.6,70,21.9
8.7,96,23.6
8.7,96,25
8.5,95,23.6
8.9,95,21.4
8.9,80,20.2
8.1,80,19.6
9.3,63,20.1
11.9,63,16
8.8,95,18
8.6,95,18.1
9,37,20.6
9.6,37,20.5
8.8,60,16.2
9.1,60,20.9
8.6,50,20
8.4,50,19.1
8.6,31.8,19.6
8.4,63.9,20.3
8.8,68.9,22.6
9.3,72.6,21.7
9.1,44.5,20.9
9.1,39.2,21.6
9.2,39.2,15.7
8.6,31.6,15.7
8.4,33,13.7
9.2,48.3,14.7
8.9,33.5,24.8
9.3,42.2,16.9
7.3,39.5,16.2
9.2,73.7,12.4
9,36.6,12.9
9,51.4,15.9
9.1,54.9,13.6
7,44.5,15.4
7.4,80.4,14.4
6.5,54.6,18
7.2,35.9,18
7.8,33.3,18.5
7.2,32.6,20.7
6,37.6,22.2
8.7,39.5,18.9
9,42.4,20.8
7.8,43.7,19.8
7.2,31.1,22.1
7.2,30.7,17.8
8.9,38.6,18
8.7,32.8,21.3
9.2,77.1,18.3
9,56.7,21.7
7.2,56.8,19
8.2,55.7,19.5
8.3,40.9,17.7
6.9,58.9,17.7
8.2,38.6,16.4
7.9,58.6,33
7.8,96,33.6
7.6,95.6,34
7.6,42.6,32.7
6.9,48.1,28.6
5,68.6,21
6.3,61.5,27.3
4.8,66.8,23.5
9.3,68.4,23.2
9.3,50.6,24
9.3,37.9,23.7
9.3,37.5,21.1
9.3,37.5,18.6
9.3,36.6,27.8
9.3,48.2,22.6
9.3,37.1,22.6
9.3,71.4,23.1
9.3,35.9,27.2
9.3,49.3,25.7
9.3,21.8,24.4
9.3,38.7,23.9
9.3,34.6,17.3
9.3,37.9,22.5
9.3,80.6,18.7
9.3,80.7,10.1
9.3,68.7,26.5
9.3,59.2,18.4
9.3,82.6,21.9
9.3,60.8,21.5
9.3,55.3,24.1
9.3,44.7,22.3
9.3,75.6,19.7
9.3,84.6,29.6
7.9,78.2,22.2
7.6,89.7,27.6
6.8,77.9,22.3
6,42.6,20.3
5.8,43.7,20.2
4,89.7,18.3
4.5,89.7,26
4.5,89.7,27
4.5,54.6,27
5.5,42.4,27
5.5,55.7,26.5
4,65.3,26.5
6,62.3,33.5
5,68.9,27
5,67.2,27
6,49.7,27
5.7,89.7,27.1
4.7,61.1,26.9
6.6,67.5,27.2
6.9,73.3,27
7.1,56.7,26
6.3,85.6,29
7.5,52.4,28
8.4,88.7,27
8,66.9,28
8.3,62.3,27
8.6,49.9,28
8.5,48.2,28
9.2,50.1,27
8.5,55.7,28
8.8,55.3,28
9.4,58.6,28
9,61.6,28
8.3,58.4,29
8,68.2,30
7.6,71.4,29
7.7,67.2,30
8.9,75.1,30
6.5,49.3,31
5.7,79.3,32
7.1,50.6,31
6.2,49.1,31
5.8,49.1,30
6,51.3,31
6.7,68.5,30
6.3,51.4,31
6.4,53.1,30
6.2,69.7,29
6.6,53.1,31.7
6.3,54.6,30.1
6.3,52.6,31
6.2,56.5,27
6.2,48.1,28
6.5,44.9,28
6.4,54.3,28
6.4,59.6,28
6.3,68.9,28
6.3,72.6,27
5.6,65.1,27
5.9,68.9,27
6.3,61.3,27
6.2,90.3,27
6.6,72.3,27
6,82.1,27
7.6,64.4,27
7.2,61.7,29
6.8,54.8,30
6.5,56.1,30
7.3,64.6,31
7.2,66.8,31
7.5,57.8,30
7.5,45.6,30
7.2,68.7,31
6.4,34.5,30
6,68,30
7.8,68,31
6.4,100,31
6,72,30
6.6,100,29
6.6,39,28
7.2,50,28
8.3,41,29
7.8,48,31
8.1,48,31
8.5,50,28
8.5,85,26
5.8,69,31
3,77,31
3.5,49,32
6.7,30,31
4.8,42,32
6.9,46,33
6.5,25,32
6.4,24,32
6.4,41,32.4
8.8,50,31.5
4,50,24.2
4,69,21.9
4,47.8,19.8
6.7,46.4,19.3
7,47.3,22.8
6.7,41.9,25.8
6.4,41.9,30.5
6.1,40.7,30.5
6.5,46.8,28
6.4,44.3,25
6,51.6,29.2
4.7,49.7,25.6
4.7,55,24.8
6.5,60,27.3
8.5,53,32.4
7.5,60,33.8
5.5,43,29.2
5.5,25,32.3
5.5,55,32.1
5.2,60,31.8
5.5,49,33.4
5.5,55,33.1
5.2,55,32.6
4.7,55,32.6
4.5,56,33.2
4.5,55,8
4.5,55,4.5
7,55,10.1
5,55,16.9
7.3,53,10.9
5.5,55,4.9
6,55,3.4
4,55,6.9
4.5,59,10.3
4.3,18,12.7
5.8,59,23.4
5.2,52,12.2
9.3,48,17.2
5.2,48,15.3
5.6,39,15.8
4.8,34,17.9
5.4,27,19.7
6.9,33,17.8
5.5,76,22.8
5.8,33.2,23.6
5.3,41,23.2
5,55,17.3
5,66,14.3
5.3,73,17.7
4,55,16.1
5.6,54,15.4
5,81,17.4
3.9,72,14.3
8.8,62,13.2
4.5,51,10.6
4.9,40,9.2
5,63,17.2
5,62,17.6
6,59,18.1
6.6,80,19.8
6.9,55,16.3
7,61,25.6
7.3,53,26.3
5,44,28
7,36,24.3
5,45,24.8
7,69,28.2
7,79,29.2
5.3,81,18.7
5,69,25.6
6.5,47,22.2
5.5,63,19.8
7.1,76,22.3
7.4,70,23.3
7.6,79,24.5
7.4,82,25.3
4.8,74,27
5.2,53,20.2
6,46,19.6
4.8,76,17.7
5,71,18.3
5.8,68,19.1
6.4,74,25.2
4.7,79.3,21
5,77,19.1
5.8,74,19.2
6.3,64,16.2
4.8,68,19.1
5,60,21.7
5.8,63,24.2
4.8,75,22
5,58,22.5
5.8,62,25.6
7.7,66,23.8
7.5,71,19.7
7.8,68,19.2
7.7,84,19
4,61,20.1
4.3,67,19.3
4.9,69,19.4
4.7,37,20
8.4,52.2,19.3
8,52,20.8
6.9,29,19.1
5.4,57,19.9
3.9,62,19.9
7,55,24.5
7,50,20.1
7.5,38,24
7.4,44,17.7
6.5,45,20.7
5.5,52,21.6
7.5,38,23.1
7.5,65,23.9
5.4,70,30.3
5.9,50,18.9
6.7,64,21.1
6.6,67,16
6,58,21.4
5.3,63,22.7
6.2,48,24.1
5.6,57,23.1
5.4,61,26.1
5.8,62,29.7
6.4,68,24.8
6.7,65,20.7
6.1,45,22.6
6.1,39,18.2
6.1,36,19.4
6.3,73,19.5
6.1,78,16.8
6.7,53,17.3
6.8,54,18
6.1,79,10.1
7.1,68,26
6.9,66,32
7.2,37,22
7,75,28
7,64,-15
7,72,22
7,55,29.4
7,54,15.7
7,42,20.7
7,71,11.2
7,64.6,12.3
7,44,18.9
7,60,12.3
7,57,15.3
4.2,56,11.7
4.2,67,15
13,49,15.1
8,48,7.7
7.7,39,12.3
7.3,52,16.4
7.3,45,10.1
7.7,13.3,10.5
8,30.1,7.3
6.6,30.1,8.4
7.3,42,10.9
7.9,38,9.9
7.6,40,15.1
7.6,40,21
8.3,58,21.3
5,47,18.7
5.3,40,10.8
8.4,57,11.2
8.5,57,10.3
6.9,49,16.3
6.9,48,13.7
7.1,38,9.6
6,52,5.5
8.4,49,1.1
8.3,45,4.7
8.8,50,6.7
8.7,47,5.6
7,23,2.8
6,52,-1.2
4,41,3.1
6,57,4.7
7,51,5.9
6.5,51,8.9
7.2,51,4.2
8,51,3.2
8,54,-3.3
8,54,-1.7
8,60,3.7
6.6,60,10.4
5.9,71,7.1
7.5,71,-0.1
8.2,50,-0.9
6.5,50,0.3
7,49,2.8
7.4,49,3.3
8.3,55,9.3
8,55,7.3
8,69,1.8
6.9,69,-0.3
7.5,80,4
6.8,80,0.1
7.7,56,0.8
7.8,56,0.7
8,49,4.2
8,49,7
6,49,4.9
7,40,9.5
7,40,4.3
7,23,9
6.5,24,3.6
6.5,25,6.2
6,25,4.4
6.5,32,17.2
6.7,32,5.2
6.9,45,5.7
5,45,4.3
7.5,51,1.9
7,51,4
7.4,44,8.7
6.9,44,7.9
7.2,45,5.9
6.7,45,5.8
6.7,43,5.3
6.7,39,9.9
5.9,44,5.7
6.2,44,5.2
6.2,33,6.2
6.3,33,5.2
6.6,37,8.8
5.9,37,-0.6
6.3,42,8.4
6.3,42,4.2
6.7,40,-1.8
6.5,40,-1.4
6.6,30,-0.1
7,30,-2.2
6.4,57,-1
6.3,55,-0.3
5.4,15,1.7
5.8,70.8,-0.5
5.9,57.1,0.7
5.8,68,1.4
6.1,55,-2.6
7.1,56,-10.7
7.5,55,-6.6
6.7,59,7.4
6.7,82.7,6.1
6.5,50,0.7
6.6,58,-0.3
6.5,57,4.6
6.6,55,-0.4
7.8,30,0.4
7.7,20,-7.6
7.5,22,-11.2
6,92.7,-8.1
6,95.3,-2.6
6,86.6,7.8
7.3,91.8,10.8
7.8,34.7,16.7
7.9,41,9.3
7.3,45.1,9.8
7.5,44.6,7.7
6,78.9,-2.6
6,90.3,0.2
7.3,94.6,0.7
7.5,92.3,1.1
7.2,100,2.1
7.3,74.9,4.3
7.4,93.8,14.1
7.2,95.8,2.3
6.3,89.9,-0.2
6.5,88,3.5
7.5,88.8,-0.2
6.5,78.4,-2.4
6,82.7,7.2
6,97.4,4.9
6,91.1,2.9
6,87.5,5.4
6,91.1,2.1
6,79.2,4.3
7,72.4,2.6
7,76.5,1.9
6,74.9,0.2
6,70.7,1.3
8,70,0.7
8,79.1,-1.2
7,83.5,-2.9
6,85.3,-6.3
7,85.4,-0.5
7,69.5,0.3
8,58.7,4.2
7,59.7,9.7
7,62.5,11.3
6,75,5.2
6,96.4,10.8
6,91.8,18.2
7,98.3,19.9
6,78.8,6.6
6,82.5,4.7
6,86.3,6
6,89.3,5.2
