pH,Humidity,Air Temp,Plant Type
4.9,21,31,Unknown
7.5,68,30,Warm-Season Fruits and Vegetables
5.3,23,30,Unknown
7,30,29,Unknown
8.5,42,29,Unknown
6.4,52,28,Unknown
6.4,21,27,Unknown
6.4,23,25,Unknown
6.4,38,24,Unknown
6.4,58,24,Unknown
4,19,24,Unknown
5,26,23,Unknown
5,67,22,Unknown
5,28,21,Unknown
5,90,20,Unknown
4,91,19,Unknown
4,78,32,Unknown
4,82,31,Unknown
6,71,32,Tropical and Wetland Plants
6,73,32,Tropical and Wetland Plants
6,49,30,Unknown
6.4,94,30,Tropical and Wetland Plants
6.4,91,30,Tropical and Wetland Plants
6.4,97,30,Tropical and Wetland Plants
6.4,68,29,Unknown
6.4,80,29,Tropical and Wetland Plants
6.4,62,33,Unknown
6.4,71,29,Tropical and Wetland Plants
5.5,70,30,Unknown
5,34,29,Unknown
8,43,28,Unknown
8,38,27,Unknown
8,44,27,Unknown
7,32,26,Unknown
7.6,54,25,Herbs and Aromatic Plants
7.4,47,24,Warm-Season Fruits and Vegetables
7.9,40,23,Herbs and Aromatic Plants
6.7,31,22,Unknown
6.2,32,21,Unknown
6.1,40,20,Leafy Greens and Root Vegetables
6.6,33,20,Unknown
6.4,59,19,Leafy Greens and Root Vegetables
8,58,32,Unknown
7,43,31,Unknown
6.7,33,31,Unknown
9.2,55,32,Unknown
8.4,62,31,Unknown
9.2,53,31,Unknown
9.5,65,30,Unknown
8.8,50,29,Unknown
6.9,64,29,Warm-Season Fruits and Vegetables
7.3,90,28,Unknown
2,33,27,Unknown
7.3,77,26,Unknown
7.8,48,26,Unknown
7,48,25,Warm-Season Fruits and Vegetables
5.7,74,24,Unknown
6.7,70,23,Warm-Season Fruits and Vegetables
7.1,52,23,Warm-Season Fruits and Vegetables
7,69,23,Warm-Season Fruits and Vegetables
5.7,52,22,Unknown
6.7,83,22,Unknown
5.3,96,22,Unknown
5.7,60,21,Unknown
5,64,32,Unknown
5.7,98,32,Unknown
7,57,31,Unknown
6,53,31,Unknown
5.5,79,31,Unknown
7,79,31,Tropical and Wetland Plants
5,59,30,Unknown
6,64,30,Unknown
7,83,29,Tropical and Wetland Plants
9,43,29,Unknown
8.7,50,28,Unknown
8.2,45,29,Unknown
7.5,47,28,Warm-Season Fruits and Vegetables
8.6,52,28,Unknown
9.3,82,27,Unknown
9.2,49,27,Unknown
8.7,78,26,Unknown
8.6,31,26,Unknown
9.2,68,26,Unknown
8.6,42,25,Unknown
8.9,83,25,Unknown
9.1,51,24,Unknown
8.4,72,23,Unknown
9.2,51,23,Unknown
8.9,82,22,Unknown
9.2,52,22,Unknown
8.7,74,31,Unknown
9.3,82,31,Unknown
8.7,82,31,Unknown
9.4,54,30,Unknown
8.9,54,30,Unknown
9.2,82,29,Unknown
9.2,96,29,Unknown
8.5,51,28,Unknown
8.9,74,28,Unknown
7.8,38,28,Unknown
8.7,47,27,Unknown
8.6,56,26,Unknown
8.6,43,24,Unknown
8.5,71,24,Unknown
9.2,41,23,Unknown
8.5,86,23,Unknown
8.6,53,23,Unknown
8.6,50,22,Unknown
8.5,64,21,Unknown
9.2,88,20,Unknown
8.9,89,20,Unknown
9.2,43,19,Unknown
9.1,48,19,Unknown
9.4,80,18,Unknown
8.5,88,18,Unknown
8.9,63,18,Unknown
8.6,98,30,Unknown
8.9,75,30,Unknown
8.6,80,30,Unknown
9.2,74,29,Unknown
8.6,61,28,Unknown
8.6,80,28,Unknown
8.6,75,27,Unknown
8.9,49,27,Unknown
9.2,94,26,Unknown
8.8,54,26,Unknown
8.9,82,25,Unknown
8.8,72,25,Unknown
8.6,94,24,Unknown
9.3,88,23,Unknown
8.7,48,23,Unknown
9.4,30,23,Unknown
8.9,83,24,Unknown
9.3,96,23,Unknown
8.6,81,23,Unknown
8.9,63,23,Unknown
9.1,64,23,Unknown
8.6,74,23,Unknown
9.2,95,22,Unknown
7.3,74,22,Unknown
6,52,32,Unknown
5.4,84,31,Unknown
4.7,53,30,Unknown
4.6,92,30,Unknown
4.9,78,29,Unknown
9.1,48,29,Unknown
8.2,95,29,Unknown
4.7,86,28,Unknown
6.5,51,28,Unknown
6,73,27,Tropical and Wetland Plants
5,38,25,Unknown
9,48,25,Unknown
5.2,74,24,Unknown
9.2,55,24,Unknown
7,45,24,Warm-Season Fruits and Vegetables
6.6,50,23,Warm-Season Fruits and Vegetables
4.7,57,23,Unknown
4.1,46,23,Unknown
9.2,79,23,Unknown
9,54,22,Unknown
8,48,21,Herbs and Aromatic Plants
8,50,20,Herbs and Aromatic Plants
8,70,20,Unknown
8,59,19,Herbs and Aromatic Plants
7.4,53,32,Unknown
8.9,45,31,Unknown
8.9,48,30,Unknown
9.1,68,30,Unknown
9.3,69,37,Unknown
7,53,31,Unknown
6,86,21,Unknown
6,68,22,Unknown
9.4,74,32,Unknown
6.5,71,24,Unknown
9,88,34,Unknown
7.4,70,35,Unknown
6.5,84,27,Tropical and Wetland Plants
8.3,49,38,Unknown
7.8,73,36,Unknown
8.7,55,35,Unknown
9.6,49,34.1,Unknown
9.7,81,27.7,Unknown
10.6,52,22,Unknown
9.1,63,22,Unknown
9.5,53,23,Unknown
9,40,25,Unknown
9,48,24,Unknown
9.5,60,23,Unknown
8.7,66,24,Unknown
9.3,73,28,Unknown
9,49,19,Unknown
8.5,75,18,Unknown
8.2,58,8,Unknown
8.8,84,15,Unknown
10.1,52,19,Unknown
8.7,70,22,Unknown
8.8,79,20,Unknown
8.7,99,19,Unknown
8.8,83,16,Unknown
9.2,66,18,Unknown
8.8,74,15,Unknown
8.9,87,15,Unknown
9.4,84,15,Unknown
8.2,88,18,Unknown
8.2,62,19,Unknown
9.8,55,21,Unknown
9.2,81,17,Unknown
9.4,62,21,Unknown
8.9,83,14,Unknown
8.6,95,22,Unknown
8.8,85,20,Unknown
9.1,71,20,Unknown
8.4,84,20,Unknown
8.9,67,21,Unknown
8.9,99,28,Unknown
7.8,92,20,Unknown
9.7,89,20,Unknown
9.1,80,21,Unknown
8.2,84,23,Unknown
8.2,77,25,Unknown
8.8,72,27,Unknown
9.6,80,25,Unknown
8.9,82,22,Unknown
8.9,46,23,Unknown
8.2,69,22,Unknown
9.2,67,20,Unknown
8.3,74,21,Unknown
9.1,99,24,Unknown
8.5,86,27,Unknown
9.3,89,31,Unknown
9.1,81,19,Unknown
8.1,80,24,Unknown
8.9,87,35,Unknown
8.8,70,37,Unknown
9.8,69,28,Unknown
9.3,63,31,Unknown
8.6,71,28,Unknown
9.3,77,19,Unknown
9.1,62,20,Unknown
8.2,96,22,Unknown
8.6,74,19,Unknown
8.7,66,18,Unknown
8.5,91,25,Unknown
9,68,24,Unknown
7.9,56,20,Herbs and Aromatic Plants
9.5,75,18,Unknown
9.5,81,18,Unknown
9.7,90,23,Unknown
9,78,26,Unknown
9.3,58,19,Unknown
8.7,49,14,Unknown
8.6,83,14,Unknown
9.9,72,17,Unknown
9.5,70,20,Unknown
8.7,64,16,Unknown
9.5,66,16,Unknown
8.4,61,19,Unknown
8.7,90,22.4,Unknown
9.1,66,15,Unknown
9,99,29.7,Unknown
8.8,48,13,Unknown
9.6,72,20,Unknown
8.7,51,26,Unknown
8.7,61,29,Unknown
8.5,76,24,Unknown
8.9,70,34,Unknown
8.9,58,33,Unknown
8.1,53,43.3,Unknown
9.3,82,38.6,Unknown
11.9,57,32,Unknown
8.8,75,36,Unknown
8.6,54,34.2,Unknown
9,57,31.2,Unknown
9.6,67,22.2,Unknown
8.8,85,29.7,Unknown
9.1,80,19,Unknown
8.6,64,23,Unknown
8.4,94,27.6,Unknown
8.6,97,26.6,Unknown
8.4,93,17,Unknown
8.8,72,18,Unknown
9.3,74,20,Unknown
9.1,74,23.8,Unknown
9.1,99,25.6,Unknown
9.2,80,18.2,Unknown
8.6,70,15.5,Unknown
8.4,94,20,Unknown
9.2,76,23,Unknown
8.9,80,23,Unknown
9.3,70,24,Unknown
7.3,88,19,Unknown
9.2,72,21,Unknown
9,82,24,Unknown
9,85,22.2,Unknown
9.1,97,18.7,Unknown
7,88,23,Unknown
7.4,47,21,Warm-Season Fruits and Vegetables
6.5,61,19,Unknown
7.2,73,18,Unknown
7.8,97,22.2,Unknown
7.2,93,24.6,Unknown
6,67,30.9,Unknown
8.7,99,34,Unknown
9,62,32,Unknown
7.8,74,36,Unknown
7.2,94,35,Unknown
7.2,99,36,Unknown
8.9,99,36,Unknown
8.7,72,34,Unknown
9.2,84,34,Unknown
9,78,36,Unknown
7.2,62,34,Unknown
8.2,85,34,Unknown
8.3,84,34,Unknown
6.9,49,33,Unknown
8.2,48,33,Unknown
7.9,97,33,Unknown
7.8,66,33,Unknown
7.6,57,34,Unknown
7.6,99,34,Unknown
6.9,91,33,Tropical and Wetland Plants
5,99,33,Unknown
6.3,87,34,Tropical and Wetland Plants
4.8,77,32,Unknown
9.3,66,31,Unknown
9.3,69,30,Unknown
9.3,86,31,Unknown
9.3,99,32,Unknown
9.3,95,33,Unknown
9.3,94,33,Unknown
9.3,61,32,Unknown
9.3,54,30,Unknown
9.3,88,30,Unknown
9.3,99,30,Unknown
9.3,77,32,Unknown
9.3,91,32,Unknown
9.3,99,32,Unknown
9.3,99,31,Unknown
9.3,99,30,Unknown
9.3,91,31,Unknown
9.3,93,27,Unknown
9.3,84,30,Unknown
9.3,58,29,Unknown
9.3,91,30,Unknown
9.3,62,30,Unknown
9.3,60,29,Unknown
9.3,97,28,Unknown
9.3,90,28,Unknown
9.3,99,28,Unknown
7.9,87,30,Unknown
7.6,97,30,Unknown
6.8,70,30,Warm-Season Fruits and Vegetables
6,84,28,Tropical and Wetland Plants
5.8,54,27,Unknown
4,99,26,Unknown
4.5,62,28,Unknown
4.5,90,29,Unknown
4.5,81,30,Unknown
5.5,94,31,Unknown
5.5,88,30,Unknown
4,93,30,Unknown
6,60,28,Unknown
5,78,28,Unknown
5,65,28,Unknown
6,99,37,Unknown
5.7,71,39,Unknown
4.7,59,36,Unknown
6.6,62,35,Unknown
6.9,73,33,Tropical and Wetland Plants
7.1,64,37,Unknown
6.3,59,36,Unknown
7.5,58,37,Unknown
8.4,67,37,Unknown
8,88,34,Unknown
8.3,49,35,Unknown
8.6,85,38,Unknown
8.5,54,35,Unknown
9.2,59,35,Unknown
8.5,54,34,Unknown
8.8,58,34,Unknown
9.4,53,34,Unknown
9,82,36,Unknown
8.3,57,38,Unknown
8,50,37,Unknown
7.6,61,36,Unknown
7.7,46,34,Unknown
8.9,69,35,Unknown
6.5,58,36,Unknown
5.7,52,36,Unknown
7.1,53,35,Unknown
6.2,99,35,Tropical and Wetland Plants
5.8,87,36,Unknown
6,51,39,Unknown
6.7,82,37,Unknown
6.3,73,35,Tropical and Wetland Plants
6.4,53,34,Unknown
6.2,68,34,Unknown
6.6,61,33,Unknown
6.3,81,34,Tropical and Wetland Plants
6.3,71,34,Tropical and Wetland Plants
6.2,57,35,Unknown
6.2,63,35,Unknown
6.5,83,34,Tropical and Wetland Plants
6.4,79,34,Tropical and Wetland Plants
6.4,62,35,Unknown
6.3,57,33,Unknown
6.3,49,33,Unknown
5.6,59,34,Unknown
5.9,45,35,Unknown
6.3,57,35,Unknown
6.2,68,34,Unknown
6.6,59,35,Unknown
6,51,33,Unknown
7.6,50,34,Unknown
7.2,52,35,Unknown
6.8,70,34,Tropical and Wetland Plants
6.5,97,35,Tropical and Wetland Plants
7.3,64,35,Unknown
7.2,58,34,Unknown
7.5,57,34,Unknown
7.5,99,33,Unknown
7.2,62,33,Unknown
6.4,70,32,Tropical and Wetland Plants
6,55,32,Unknown
7.8,53,33,Unknown
6.4,53,33,Unknown
6,75,34,Tropical and Wetland Plants
6.6,79,34,Tropical and Wetland Plants
6.6,50,33,Unknown
7.2,55,31,Unknown
8.3,70,30,Unknown
7.8,46,31,Unknown
8.1,51,35,Unknown
8.5,51,33,Unknown
8.5,60,33,Unknown
5.8,53,33,Unknown
3,74,31,Unknown
3.5,84,32,Unknown
6.7,82,30,Tropical and Wetland Plants
4.8,77,32,Unknown
6.9,99,30,Tropical and Wetland Plants
6.5,81,31,Tropical and Wetland Plants
6.4,86,31,Tropical and Wetland Plants
6.4,99,30,Tropical and Wetland Plants
8.8,62,29,Unknown
4,83,28,Unknown
4,70,31,Unknown
4,78,32,Unknown
6.7,79,32,Tropical and Wetland Plants
7,58,30,Warm-Season Fruits and Vegetables
6.7,84,29,Tropical and Wetland Plants
6.4,75,28,Tropical and Wetland Plants
6.1,62,27,Unknown
6.5,99,29,Tropical and Wetland Plants
6.4,82,29,Tropical and Wetland Plants
6,58,30,Unknown
4.7,82,31,Unknown
4.7,69,32,Unknown
6.5,68,31,Unknown
8.5,28,29,Unknown
7.5,30,29,Unknown
5.5,44,29,Unknown
5.5,72,26,Unknown
5.5,52,26,Unknown
5.2,41,26,Unknown
5.5,81,27,Unknown
5.5,44,27,Unknown
5.2,86,27,Unknown
4.7,47,26,Unknown
4.5,79,28,Unknown
4.5,54,28,Unknown
4.5,68,25,Unknown
7,73,24,Unknown
5,86,26,Unknown
7.3,67,27,Warm-Season Fruits and Vegetables
5.5,48,25,Unknown
6,79,24,Unknown
4,47,23,Unknown
4.5,81,24,Unknown
4.3,50,27,Unknown
5.8,50,27,Unknown
5.2,53,30,Unknown
9.3,80,31,Unknown
5.2,51,31,Unknown
5.6,62,31,Unknown
4.8,56,26,Unknown
5.4,76,26,Unknown
6.9,78,26,Tropical and Wetland Plants
5.5,78,25,Unknown
5.8,60,24,Unknown
5.3,49,25,Unknown
5,75,25,Unknown
5,59,24,Unknown
5.3,81,28,Unknown
4,65,32,Unknown
5.6,47,29,Unknown
5,55,28,Unknown
3.9,57,31,Unknown
8.8,57,26,Unknown
4.5,60,26,Unknown
4.9,78,28,Unknown
5,57,27,Unknown
5,54,28,Unknown
6,64,29,Unknown
6.6,80,29,Tropical and Wetland Plants
6.9,59,28,Warm-Season Fruits and Vegetables
7,51,28,Warm-Season Fruits and Vegetables
7.3,62,25,Warm-Season Fruits and Vegetables
5,50,25,Unknown
7,80,27,Tropical and Wetland Plants
5,73,30,Unknown
7,55,32,Unknown
7,81,32,Tropical and Wetland Plants
5.3,60,30,Unknown
5,48,30,Unknown
6.5,78,29,Tropical and Wetland Plants
5.5,65,28,Unknown
7.1,72,26,Unknown
7.4,83,26,Unknown
7.6,62,27,Unknown
7.4,53,29,Warm-Season Fruits and Vegetables
4.8,81,28,Unknown
5.2,56,28,Unknown
6,80,23,Unknown
4.8,60,26,Unknown
5,57,31,Unknown
5.8,63,31,Unknown
6.4,67,28,Unknown
4.7,65,29,Unknown
5,87,31,Unknown
5.8,89,32,Unknown
6.3,86,30,Tropical and Wetland Plants
4.8,78,31,Unknown
5,76,29,Unknown
5.8,61,30,Unknown
4.8,67,31,Unknown
5,86,35,Unknown
5.8,78,31,Unknown
7.7,75,31,Unknown
7.5,63,36,Unknown
7.8,58,30,Unknown
7.7,61,27,Unknown
4,78,27,Unknown
4.3,59,28,Unknown
4.9,65,28,Unknown
4.7,70,30,Unknown
8.4,84,28,Unknown
8,86,28,Unknown
6.9,86,29,Tropical and Wetland Plants
5.4,65,27,Unknown
3.9,89,30,Unknown
7,81,30,Tropical and Wetland Plants
7,80,30,Tropical and Wetland Plants
7.5,68,30,Warm-Season Fruits and Vegetables
7.4,66,30,Warm-Season Fruits and Vegetables
6.5,48,30,Unknown
5.5,50,30,Unknown
7.5,78,30,Unknown
7.5,57,31,Unknown
5.4,60,30,Unknown
5.9,89,31,Unknown
6.7,87,27,Tropical and Wetland Plants
6.6,51,26,Warm-Season Fruits and Vegetables
6,92,27,Tropical and Wetland Plants
5.3,55,28,Unknown
6.2,48,29,Unknown
5.6,61,28,Unknown
5.4,80,27,Unknown
5.8,82,29,Unknown
6.4,48,27,Unknown
6.7,99,27,Tropical and Wetland Plants
6.1,65,27,Unknown
6.1,62,28,Unknown
6.1,62,28,Unknown
6.3,69,27,Unknown
6.1,65,32,Unknown
6.7,70,33,Tropical and Wetland Plants
6.8,74,31,Tropical and Wetland Plants
6.1,75,32,Tropical and Wetland Plants
7.1,70,32,Unknown
6.9,81,31,Tropical and Wetland Plants
7.2,60,31,Unknown
7,65,28,Warm-Season Fruits and Vegetables
7,81,29,Tropical and Wetland Plants
7,51,29,Warm-Season Fruits and Vegetables
7,76,33,Tropical and Wetland Plants
7,59,33,Unknown
7,61,32,Unknown
7,51,33,Unknown
7,62,27,Warm-Season Fruits and Vegetables
7,74,25,Tropical and Wetland Plants
7,59,28,Warm-Season Fruits and Vegetables
7,68,28,Warm-Season Fruits and Vegetables
4.2,52,29,Unknown
4.2,69,27,Unknown
13,72,27,Unknown
8,61,26,Unknown
7.7,44,32,Unknown
7.3,58,31,Unknown
7.3,67,31,Unknown
7.7,55,30,Unknown
8,44,29,Unknown
8.7,71,28,Unknown
8.8,71,26,Unknown
8.7,35,27,Unknown
8.8,39,30,Drought-Resistant Plants
9.2,33,32,Unknown
8.8,57,34,Unknown
8.9,37,33,Drought-Resistant Plants
9.4,41,31,Unknown
8.2,60,30,Unknown
8.2,59,28,Unknown
9.8,38,32,Unknown
9.2,48,30,Unknown
9.4,78,29,Unknown
8.9,54,31,Unknown
8.6,45,34,Unknown
8.8,73,34,Unknown
9.1,73,35,Unknown
8.4,59,32,Unknown
8.9,44,36,Unknown
8.9,56,34,Unknown
7.8,62,36,Unknown
9.7,49,35,Unknown
9.1,69,33,Unknown
8.2,43,31,Unknown
8.2,80,31,Unknown
8.8,36,34,Drought-Resistant Plants
9.6,37,31,Unknown
8.9,46,32,Unknown
8.9,55,32,Unknown
8.2,42,31,Unknown
9.2,43,31,Unknown
8.3,48,32,Unknown
9.1,71,33,Unknown
8.5,47,33,Unknown
9.3,70,30,Unknown
9.1,68,28,Unknown
8.1,37,29,Unknown
8.9,44,28,Unknown
8.8,39,28,Unknown
9.8,47,25,Unknown
9.3,68,24,Unknown
8.6,47,27,Unknown
9.3,50,27,Unknown
9.1,43,29,Unknown
8.2,41,28,Unknown
8.6,48,28,Unknown
8.7,70,28,Unknown
8.5,41,29,Unknown
9,74,27,Unknown
7.9,72,28,Unknown
9.5,57,27,Unknown
9.5,60,28,Unknown
9.7,58,30,Unknown
9,51,28,Unknown
9.3,43,31,Unknown
8.7,49,26,Unknown
8.6,78,28,Unknown
9.9,46,27,Unknown
9.5,74,28,Unknown
8.7,51,26,Unknown
9.5,54,29,Unknown
8.4,73,28,Unknown
8.7,73,24,Unknown
9.1,52,27,Unknown
9,78,25,Unknown
8.8,69,27,Unknown
9.6,52,27,Unknown
8.7,54,28,Unknown
8.7,49,26,Unknown
8.5,66,26,Unknown
8.9,58,23,Unknown
8.9,87,24,Unknown
8.1,88,23,Unknown
9.3,81,25,Unknown
11.9,52,19,Unknown
8.8,89,23,Unknown
8.6,82,24,Unknown
9,48,22,Unknown
9.6,51,22,Unknown
8.8,56,25,Unknown
9.1,60,25,Unknown
8.6,57,26,Unknown
8.4,85,26,Unknown
8.6,50,25,Unknown
8.4,85,30,Unknown
8.8,53,36,Unknown
9.3,81,30,Unknown
9.1,51,29,Unknown
9.1,54,30,Unknown
9.2,53,29,Unknown
8.6,76,28,Unknown
8.4,54,30,Unknown
9.2,52,29,Unknown
8.9,66,30,Unknown
9.3,55,31,Unknown
7.3,80,33,Unknown
9.2,71,34,Unknown
9,31,31,Drought-Resistant Plants
9,32,30,Drought-Resistant Plants
9.1,70,32,Unknown
7,33,35,Unknown
7.4,74,37,Unknown
6.5,37,33,Unknown
7.2,38,28,Unknown
7.8,74,25,Unknown
7.2,69,27,Warm-Season Fruits and Vegetables
6,83,26,Tropical and Wetland Plants
8.7,31,28,Unknown
9,66,28,Unknown
7.8,35,25,Unknown
7.2,64,35,Unknown
7.2,33,33,Unknown
8.9,64,38,Unknown
8.7,69,35,Unknown
9.2,60,35,Unknown
9,47,34,Unknown
7.2,50,35,Unknown
8.2,43,38,Unknown
8.3,52,34,Unknown
6.9,72,29,Tropical and Wetland Plants
8.2,72,33,Unknown
7.9,57,33,Unknown
7.8,76,32,Unknown
7.6,80,27,Unknown
7.6,49,27,Unknown
6.9,52,26,Warm-Season Fruits and Vegetables
5,71,28,Unknown
6.3,51,29,Unknown
4.8,70,30,Unknown
9.3,50,32,Unknown
9.3,51,31,Unknown
9.3,71,32,Unknown
9.3,59,33,Unknown
9.3,72,31,Unknown
9.3,58,31,Unknown
9.3,61,32,Unknown
9.3,77,30,Unknown
9.3,61,35,Unknown
9.3,73,30,Unknown
9.3,59,32,Unknown
9.3,75,31,Unknown
9.3,58,29,Unknown
9.3,69,31,Unknown
9.3,64,29,Unknown
9.3,72,29,Unknown
9.3,63,29,Unknown
9.3,76,28,Unknown
9.3,58,30,Unknown
9.3,59,40,Unknown
9.3,78,35,Unknown
9.3,76,38,Unknown
9.3,77,37,Unknown
9.3,61,35,Unknown
9.3,67,31,Unknown
7.9,65,43,Unknown
7.6,65,37,Unknown
6.8,63,37,Unknown
6,62,40,Unknown
5.8,71,37,Unknown
4,67,36,Unknown
4.5,48,37,Unknown
4.5,70,36,Unknown
4.5,62,34,Unknown
5.5,58,35,Unknown
5.5,69,33,Unknown
4,67,34,Unknown
6,58,34,Unknown
5,64,38,Unknown
5,72,37,Unknown
6,62,36,Unknown
5.7,67,38,Unknown
4.7,98,38,Unknown
6.6,98,39,Unknown
6.9,97,38,Unknown
7.1,88,32,Unknown
6.3,98,34,Tropical and Wetland Plants
7.5,81,33,Unknown
8.4,74,31,Unknown
8,85,30,Unknown
8.3,75,33,Unknown
8.6,87,35,Unknown
8.5,86,36,Unknown
9.2,49,41,Unknown
8.5,53,38,Unknown
8.8,48,36,Unknown
9.4,58,36,Unknown
9,56,37,Unknown
8.3,81,37,Unknown
8,54,37,Unknown
7.6,75,39,Unknown
7.7,62,42,Unknown
8.9,42,42,Unknown
6.5,52,40,Unknown
5.7,72,36,Unknown
7.1,73,36,Unknown
6.2,78,37,Unknown
5.8,50,39,Unknown
6,49,39,Unknown
6.7,75,43,Unknown
6.3,51,41,Unknown
6.4,52,44,Unknown
6.2,60,42,Unknown
6.6,54,42,Unknown
6.3,73,40,Unknown
6.3,68,40,Unknown
6.2,34,38,Unknown
6.2,70,39,Unknown
6.5,37,44,Unknown
6.4,38,40,Unknown
6.4,43,40,Unknown
6.3,75,38,Unknown
6.3,78,40,Unknown
5.6,43,40,Unknown
5.9,78,39,Unknown
6.3,37,37,Unknown
6.2,59,39,Unknown
6.6,60,36,Unknown
6,69,35,Unknown
7.6,68,33,Unknown
7.2,64,37,Unknown
6.8,58,36,Unknown
6.5,49,37,Unknown
7.3,66,37,Unknown
7.2,73,34,Unknown
7.5,64,35,Unknown
7.5,57,38,Unknown
7.2,60,35,Unknown
6.4,71,35,Tropical and Wetland Plants
6,64,34,Unknown
7.8,58,34,Unknown
6.4,83,34,Tropical and Wetland Plants
6,79,36,Unknown
6.6,63,38,Unknown
6.6,67,37,Unknown
7.2,86,36,Unknown
8.3,56,34,Unknown
7.8,52,35,Unknown
8.1,77,36,Unknown
8.5,75,36,Unknown
8.5,49,35,Unknown
5.8,78,35,Unknown
3,75,36,Unknown
3.5,42,39,Unknown
6.7,81,37,Unknown
4.8,71,35,Unknown
6.9,67,34,Unknown
6.5,49,34,Unknown
6.4,47,33,Unknown
6.4,75,34,Tropical and Wetland Plants
8.8,47,34,Unknown
4,78,35,Unknown
4,85,35,Unknown
4,49,34,Unknown
6.7,82,34,Tropical and Wetland Plants
7,81,35,Tropical and Wetland Plants
6.7,71,33,Tropical and Wetland Plants
6.4,48,33,Unknown
6.1,44,34,Unknown
6.5,67,35,Unknown
6.4,49,35,Unknown
6,55,34,Unknown
4.7,73,35,Unknown
4.7,69,33,Unknown
6.5,44,34,Unknown
8.5,42,35,Unknown
7.5,77,34,Unknown
5.5,42,35,Unknown
5.5,80,35,Unknown
5.5,49,34,Unknown
5.2,45,34,Unknown
5.5,84,33,Unknown
5.5,51,33,Unknown
5.2,74,32,Unknown
4.7,60,32,Unknown
4.5,70,33,Unknown
4.5,71,33,Unknown
4.5,57,34,Unknown
7,78,34,Tropical and Wetland Plants
5,63,33,Unknown
7.3,78,31,Unknown
5.5,78,30,Unknown
6,79,31,Tropical and Wetland Plants
4,54,35,Unknown
4.5,81,33,Unknown
4.3,79,33,Unknown
5.8,56,33,Unknown
5.2,77,31,Unknown
9.3,59,32,Unknown
5.2,99,30,Unknown
5.6,66,32,Unknown
4.8,95,30,Unknown
5.4,71,31,Unknown
6.9,61,31,Unknown
5.5,97,30,Unknown
5.8,84,29,Unknown
5.3,80,28,Unknown
5,81,31,Unknown
5,57,32,Unknown
5.3,85,32,Unknown
4,40,30,Unknown
5.6,35,29,Unknown
5,41,28,Unknown
3.9,83,27,Unknown
8.8,33,29,Unknown
4.5,40,30,Unknown
4.9,66,31,Unknown
5,44,32,Unknown
5,73,31,Unknown
6,47,29,Unknown
6.6,81,29,Tropical and Wetland Plants
6.9,45,29,Warm-Season Fruits and Vegetables
7,76,26,Tropical and Wetland Plants
7.3,74,26,Unknown
5,72,26,Unknown
7,40,27,Warm-Season Fruits and Vegetables
5,68,27,Unknown
7,64,27,Warm-Season Fruits and Vegetables
7,33,26,Unknown
5.3,32,28,Unknown
5,37,28,Unknown
6.5,81,25,Tropical and Wetland Plants
5.5,22,24,Unknown
7.1,20,26,Unknown
7.4,74,27,Unknown
7.6,21,25,Unknown
7.4,77,24,Unknown
4.8,31,23,Unknown
5.2,73,24,Unknown
6,69,27,Unknown
4.8,79,27,Unknown
5,29,30,Unknown
5.8,78,31,Unknown
6.4,51,31,Unknown
4.7,72,31,Unknown
5,74,26,Unknown
5.8,70,26,Unknown
6.3,78,26,Tropical and Wetland Plants
4.8,61,25,Unknown
5,92,24,Unknown
5.8,60,25,Unknown
4.8,60,25,Unknown
5,89,24,Unknown
5.8,86,28,Unknown
7.7,85,32,Unknown
7.5,68,29,Warm-Season Fruits and Vegetables
7.8,51,28,Unknown
7.7,46,31,Unknown
4,70,26,Unknown
4.3,69,26,Unknown
4.9,50,28,Unknown
4.7,73,27,Unknown
8.4,51,29,Unknown
8,58,29,Unknown
6.9,84,29,Tropical and Wetland Plants
5.4,59,28,Unknown
3.9,81,27,Unknown
7,85,25,Tropical and Wetland Plants
7,62,25,Warm-Season Fruits and Vegetables
7.5,50,27,Warm-Season Fruits and Vegetables
7.4,60,30,Warm-Season Fruits and Vegetables
6.5,87,32,Tropical and Wetland Plants
5.5,52,32,Unknown
7.5,84,30,Unknown
7.5,81,32,Unknown
5.4,78,29,Unknown
5.9,55,28,Unknown
6.7,49,26,Warm-Season Fruits and Vegetables
6.6,46,26,Warm-Season Fruits and Vegetables
6,51,27,Unknown
5.3,77,29,Unknown
6.2,84,28,Tropical and Wetland Plants
5.6,52,28,Unknown
5.4,54,23,Unknown
5.8,55,26,Unknown
6.4,51,31,Unknown
6.7,80,31,Tropical and Wetland Plants
6.1,78,29,Tropical and Wetland Plants
6.1,84,29,Tropical and Wetland Plants
6.1,42,31,Unknown
6.3,78,32,Tropical and Wetland Plants
6.1,43,30,Unknown
6.7,81,31,Tropical and Wetland Plants
6.8,74,29,Tropical and Wetland Plants
6.1,45,30,Unknown
7.1,71,31,Unknown
6.9,56,35,Unknown
7.2,46,31,Unknown
7,79,31,Tropical and Wetland Plants
7,74,36,Unknown
7,41,30,Warm-Season Fruits and Vegetables
7,77,27,Tropical and Wetland Plants
7,59,27,Warm-Season Fruits and Vegetables
7,70,28,Warm-Season Fruits and Vegetables
7,41,28,Warm-Season Fruits and Vegetables
7,83,30,Tropical and Wetland Plants
7,79,29,Tropical and Wetland Plants
7,46,28,Warm-Season Fruits and Vegetables
7,82,29,Tropical and Wetland Plants
4.2,41,27,Unknown
